NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
900339471,construcciones floreña sas,supersociedades,otros,casanare,yopal-casanare,"4,290",construcción,0.02,0.0,0.01,0.01,0.01,2021
900516335,zebra technologies colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,651",comercio,0.02,0.0,0.01,0.01,0.0,2021
890801160,hermanas de la caridad dominicas de la presentacion de la santisima virgen,supersalud,eje cafetero,caldas,manizales-caldas,"8,621",servicios,0.02,0.0,0.04,0.01,0.02,2021
900081610,bases y lubricantes sas,supersociedades,antioquia,antioquia,medellin-antioquia,"1,921",manufactura,0.02,0.0,0.01,0.01,0.0,2021
900173457,distribuidora de refrigeracion barranquilla sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,759",comercio,0.02,0.0,0.01,0.01,0.0,2021
890913337,topflihht andina s.a.,supersociedades,antioquia,antioquia,guarne -antioquia,"1,812",manufactura,0.02,0.0,0.03,0.01,0.01,2021
900135121,proyectos y construcciones de occidente sa,supersociedades,costa pacífica,cauca,popayan-cauca,"4,290",construcción,0.02,0.0,0.04,0.01,0.03,2021
860060112,servicio de vigilancia tecnico ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,810",servicios,0.02,0.0,0.01,0.0,0.0,2021
901216955,kamila group s.a.s.,supersociedades,antioquia,antioquia,itagui-antioquia,"4,642",comercio,0.02,0.0,0.01,0.01,0.01,2021
830509112,iarco sa,supersociedades,eje cafetero,risaralda,pereira-risaralda,"4,111",construcción,0.02,0.0,0.05,0.04,0.01,2021
800180375,administradora hotelera dann sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,511",servicios,0.02,-0.0,0.03,0.03,-0.0,2021
900465934,promotora comercial de la sabana sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,810",servicios,0.02,0.0,0.14,0.07,0.07,2021
802015564,desarrollos y proyectos sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"7,110",servicios,0.02,0.0,0.05,0.02,0.03,2021
811022765,perceptio sas,supersociedades,antioquia,antioquia,medellin-antioquia,"6,201",servicios,0.02,0.0,0.01,0.0,0.0,2021
900470673,comercializadora e inversiones s a s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,292",servicios,0.02,0.01,0.12,0.08,0.03,2021
900747076,nicki sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"3,110",manufactura,0.02,0.0,0.0,0.0,0.0,2021
813002521,semillas del huila .s.a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,164,agropecuario,0.02,0.0,0.03,0.0,0.03,2021
891409088,ayco ltda en reorganización,supersociedades,eje cafetero,risaralda,pereira-risaralda,"3,091",manufactura,0.02,0.0,0.02,0.01,0.01,2021
800172933,obras y terrenos sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,111",construcción,0.02,0.0,0.02,0.01,0.01,2021
900375602,temporales integrales sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,820",servicios,0.02,0.0,0.0,0.0,0.0,2021
890208946,servicios fúnebres san pedro ltda,supersociedades,centro - oriente,santander,bucaramanga-santander,"9,603",servicios,0.02,0.0,0.02,0.0,0.02,2021
900203601,idestra sa en reorganizacion,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,220",construcción,0.02,0.0,0.07,0.05,0.02,2021
804008885,eicon ltda,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,290",construcción,0.02,0.0,0.01,0.01,0.01,2021
800244560,ofipartes s.a.,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"3,110",manufactura,0.02,0.0,0.03,0.01,0.01,2021
800153557,delagro sas,supersociedades,otros,tolima,ibague-tolima,"4,664",comercio,0.02,0.0,0.02,0.01,0.01,2021
830012971,alupack sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,811",manufactura,0.02,0.0,0.02,0.01,0.02,2021
900299228,evertec placetopay sas prestación de servicios en plataforma de pagos j6209 - otras actividades de tecnologías de información y actividades de servievertec placetopay s,supersociedades,antioquia,antioquia,medellin-antioquia,"6,209",servicios,0.02,-0.0,0.01,0.01,0.01,2021
800213488,multiagro sas,supersociedades,costa pacífica,cauca,popayan-cauca,"4,620",comercio,0.02,0.0,0.01,0.0,0.0,2021
830015820,dental 83 sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.02,0.0,0.01,0.01,0.0,2021
900024376,restrepo obras civiles y acabados sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,290",construcción,0.02,0.0,0.03,0.02,0.01,2021
900559848,san mateo apostol sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,530",servicios,0.02,0.0,0.04,0.01,0.03,2021
900293833,suramericana de electricos e iluminacion sas,supersociedades,bogotá - cundinamarca,cundinamarca,soacha-cundinamarca,"4,752",comercio,0.02,0.0,0.01,0.01,0.01,2021
830141093,proximity colombia s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,310",servicios,0.02,0.0,0.02,0.01,0.01,2021
900164399,rittal sas,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"4,659",comercio,0.02,0.0,0.02,0.0,0.01,2021
900309371,eco catering s.a.s.,supersociedades,costa atlántica,cesar,aguachica-cesar,"4,631",comercio,0.02,0.0,0.01,0.0,0.0,2021
860531791,cooperativa nacional de reservistas,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.02,0.0,0.01,0.0,0.0,2021
901004543,spain tc latam holdings ii sl sucursar colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,810",servicios,0.02,0.02,0.1,0.0,0.1,2021
811031212,medicamentos y servicios sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,645",comercio,0.02,0.0,0.01,0.01,0.0,2021
901036104,montechelo inversiones sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"7,730",servicios,0.02,0.0,0.03,0.01,0.02,2021
804001380,alfredo amaya h cia s.a.s.,supersociedades,centro - oriente,santander,floridablanca-santander,"4,111",construcción,0.02,0.0,0.1,0.08,0.02,2021
860534900,mg ingenieria sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"4,290",construcción,0.02,0.0,0.03,0.01,0.01,2021
811044263,carpas y lubricantes lufer s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"4,732",comercio,0.02,0.0,0.0,0.0,0.0,2021
800000370,escanografia s.a.,supersalud,centro - oriente,santander,floridablanca-santander,"8,691",servicios,0.02,0.0,0.03,0.02,0.01,2021
830040709,comercializadora nacional sas ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,610",comercio,0.02,-0.0,0.07,0.06,0.01,2021
901212097,psc sucursal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"3,513",servicios,0.02,-0.0,0.01,0.01,-0.01,2021
830053932,teleplus sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,741",comercio,0.02,0.0,0.01,0.01,0.0,2021
900142282,fundacion clinica leticia,supersalud,otros,amazonas,leticia-amazonas,"8,610",servicios,0.02,0.01,0.02,0.0,0.01,2021
800152751,aseo servicios sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"8,129",servicios,0.02,0.0,0.01,0.0,0.01,2021
900110825,sociedad agropecuaria del oriente colombiano sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,126,agropecuario,0.02,0.01,0.04,0.02,0.02,2021
811002867,soportica sas bic,supersociedades,antioquia,antioquia,sabaneta -antioquia,"7,111",servicios,0.02,0.0,0.01,0.01,0.0,2021
844002258,clinica meisel sas,supersociedades,otros,casanare,yopal-casanare,"8,621",servicios,0.02,0.0,0.02,0.01,0.01,2021
900991131,orange export sas,supersociedades,centro - oriente,santander,piedecuesta-santander,"4,631",comercio,0.02,0.0,0.01,0.0,0.01,2021
800123106,ese hospital venancio diaz diaz,supersalud,antioquia,antioquia,sabaneta-antioquia,"8,610",servicios,0.02,0.0,0.03,0.01,0.02,2021
800078640,quimica integrada sa,supersociedades,otros,huila,neiva-huila,"2,011",manufactura,0.02,0.0,0.02,0.0,0.01,2021
900137429,planeta motos sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,511",comercio,0.02,0.0,0.0,0.0,0.0,2021
901061393,madhos sas,supersociedades,costa pacífica,valle,cali-valle,"4,645",comercio,0.02,0.0,0.03,0.01,0.02,2021
800249449,baker tilly colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,920",servicios,0.02,0.0,0.01,0.01,0.0,2021
830040391,eagle commercial sociedad anonima,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,652",comercio,0.02,0.0,0.02,0.01,0.01,2021
800198146,laboratorios blaskov limitada,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,100",manufactura,0.02,0.0,0.01,0.01,0.01,2021
900737853,vision colombia inmobiliaria sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"6,810",servicios,0.02,-0.01,0.14,0.12,0.02,2021
860353447,delipavo sas,supersociedades,bogotá - cundinamarca,cundinamarca,tenjo -cundinamarca,"1,011",manufactura,0.02,0.0,0.02,0.01,0.01,2021
800013446,j y robledo sas,supersociedades,eje cafetero,caldas,manizales-caldas,"6,494",servicios,0.02,0.01,0.03,0.01,0.02,2021
811045791,nido del jabali s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,122,agropecuario,0.02,0.0,0.04,0.01,0.03,2021
900170148,asfaltadora antioqueña sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,290",construcción,0.02,0.0,0.01,0.01,0.0,2021
800026124,transformadores cdm ltda,supersociedades,centro - oriente,norte de santander,cucuta-norte de santander,"2,711",manufactura,0.02,0.0,0.02,0.01,0.01,2021
800217686,frog design sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"3,110",manufactura,0.02,0.0,0.01,0.0,0.01,2021
900352904,seguridad magistral de colombia ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.02,0.0,0.01,0.0,0.0,2021
830108095,fundacion sueño vigilia colombiana fundasuvicol,supersalud,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,621",servicios,0.02,0.0,0.01,0.0,0.01,2021
800196550,el surtidor caviri y cia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,711",comercio,0.02,0.0,0.01,0.0,0.0,2021
900782471,global pharma & logistic sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,645",comercio,0.02,0.0,0.01,0.01,0.0,2021
800096890,muros y techos  s.a.s. ingenieros  arquitectos s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"4,111",construcción,0.02,0.0,0.07,0.05,0.02,2021
800104325,mallas y gaviones de santander sociedad por acciones simplificada mallasan s.a.s.,supersociedades,centro - oriente,santander,bucaramanga-santander,"2,599",manufactura,0.02,0.0,0.01,0.01,0.0,2021
900673976,jugos y frutas de colombia sas,supersociedades,centro - oriente,santander,lebrija-santander,"1,020",manufactura,0.02,0.0,0.01,0.0,0.0,2021
890003838,colchones happy sleep sa,supersociedades,eje cafetero,quindio,armenia-quindio,"3,120",manufactura,0.02,0.0,0.01,0.0,0.01,2021
900311030,insmevet s en c,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,659",comercio,0.02,0.0,0.01,0.01,0.01,2021
802024688,grupo zambrano sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,690",comercio,0.02,0.0,0.02,0.01,0.01,2021
802013501,inmov s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,310",servicios,0.02,0.0,0.02,0.01,0.01,2021
900041883,gas vehicular comprimido de colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"4,731",comercio,0.02,0.0,0.01,0.0,0.0,2021
900495930,britt colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,711",comercio,0.02,0.0,0.03,0.02,0.01,2021
900342832,mitsui & co. (colombia) ltda.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,610",comercio,0.02,0.0,0.03,0.01,0.02,2021
890300435,celco sas,supersociedades,costa pacífica,valle,yumbo-valle,"2,712",manufactura,0.02,0.0,0.01,0.01,0.0,2021
900908245,unidad medico quirurgica santa clara ips s.a.s,supersalud,costa pacífica,valle,cali-valle,"8,610",servicios,0.02,0.0,0.01,0.0,0.01,2021
802005583,nases del caribe s.a.,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"7,820",servicios,0.02,0.0,0.0,0.0,0.0,2021
900467959,tematextil sas,supersociedades,bogotá - cundinamarca,cundinamarca,chia-cundinamarca,"4,771",comercio,0.02,0.0,0.02,0.02,0.0,2021
900139910,don jediondo sopitas y parrilla sas en reorganizacion,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,611",servicios,0.02,0.0,0.02,0.02,0.0,2021
830021009,ashland colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,664",comercio,0.02,0.0,0.01,0.01,0.01,2021
901112336,agropecuarias don tato sas,supersociedades,costa pacífica,nariño,pasto-nariño,"4,664",comercio,0.02,0.0,0.01,0.0,0.0,2021
800045311,laboratorios best s.a,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"2,100",manufactura,0.02,0.0,0.02,0.0,0.02,2021
811037742,ch arquitectos sas,supersociedades,antioquia,antioquia,medellin-antioquia,"7,010",servicios,0.02,0.0,0.06,0.04,0.02,2021
900725066,financiacion amiga sas,supersociedades,costa pacífica,valle,cali-valle,"6,499",servicios,0.02,0.0,0.07,0.06,0.01,2021
800227333,sociedad de medicina reproductiva sas,supersalud,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,621",servicios,0.02,0.0,0.01,0.0,0.0,2021
811047008,ifco systems colombia sas ifco systems colombia sas,supersociedades,antioquia,antioquia,envigado-antioquia,"7,730",servicios,0.02,0.0,0.03,0.01,0.02,2021
805029389,agropecuria la sevillana sas en reorganizacion,supersociedades,costa pacífica,valle,cali-valle,"4,723",comercio,0.02,-0.0,0.02,0.01,0.0,2021
800159903,creaciones kamuchy ltda.,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"1,392",manufactura,0.02,0.0,0.02,0.01,0.01,2021
800229665,unifi latin america sas,supersociedades,bogotá - cundinamarca,cundinamarca,soacha-cundinamarca,"1,311",manufactura,0.02,0.0,0.02,0.01,0.01,2021
900014776,quimica y mineria integradas s.a,supersociedades,otros,huila,neiva-huila,"2,012",manufactura,0.02,0.0,0.02,0.01,0.01,2021
860508936,parra arango y cia s.a.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,511",comercio,0.02,-0.0,0.01,0.0,0.01,2021
901475500,inversiones cfd sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,499",servicios,0.02,0.02,0.1,0.0,0.1,2021
900522682,construcciones y estudios tecnicos sas,supersociedades,eje cafetero,risaralda,dosquebradas-risaralda,"4,111",construcción,0.02,0.0,0.01,0.0,0.0,2021
811017810,ese hospital del sur gabriel jaramillo piedrahita,supersalud,antioquia,antioquia,itagui-antioquia,"8,610",servicios,0.02,0.0,0.02,0.0,0.02,2021
802016958,gegasa sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,663",comercio,0.02,0.0,0.02,0.01,0.01,2021
800081740,eproqmecanica ltda,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"7,112",servicios,0.02,0.01,0.02,0.0,0.02,2021
824005609,asistencia medica inmediata amedi s.a.s.,supersalud,costa atlántica,atlantico,barranquilla-atlantico,"8,699",servicios,0.02,0.0,0.02,0.01,0.01,2021
830059393,colompack s.a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,100",manufactura,0.02,0.0,0.02,0.01,0.01,2021
804007617,asistencia medica s.a.s servicio de ambulancia prepagado,supersalud,centro - oriente,santander,bucaramanga-santander,"8,699",servicios,0.02,0.0,0.01,0.0,0.01,2021
900440961,yokomar sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,541",comercio,0.02,0.0,0.02,0.01,0.01,2021
901161173,grupo milla sas,supersociedades,antioquia,antioquia,sabaneta-antioquia,"4,511",comercio,0.02,0.0,0.0,0.0,0.0,2021
900376760,torolon sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"7,010",servicios,0.02,-0.0,0.05,0.01,0.04,2021
800010961,norcarbon s.a.s. en reorganizacion,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,510,minero,0.02,0.01,0.14,0.09,0.05,2021
900901507,constructora area 98 sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,111",construcción,0.02,-0.0,0.01,0.01,0.0,2021
900448762,health company int s.a.s.,supersociedades,costa pacífica,valle,cali-valle,"4,642",comercio,0.02,0.0,0.01,0.01,0.0,2021
860030982,seguridad de colombia ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.02,0.0,0.01,0.0,0.0,2021
860450234,incodepf sas,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"1,081",manufactura,0.02,0.0,0.01,0.0,0.01,2021
900525906,corferias inversiones s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,820",servicios,0.02,0.0,0.02,0.02,-0.0,2021
860004686,inaltra c.i. ltda,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"2,930",manufactura,0.02,0.0,0.01,0.0,0.01,2021
900673103,diseños milanelo sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,711",comercio,0.02,0.0,0.01,0.0,0.01,2021
812000317,ese hospital san jose de tierralta,supersalud,costa atlántica,cordoba,tierralta-cordoba,"8,610",servicios,0.02,-0.0,0.03,0.01,0.02,2021
900344896,comercializadora internacional clean coal ltda,supersociedades,bogotá - cundinamarca,cundinamarca,guacheta-cundinamarca,"4,661",comercio,0.02,0.0,0.0,0.0,0.0,2021
800002030,colsein sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"4,659",comercio,0.02,0.0,0.03,0.01,0.02,2021
802012998,unión vital s.a.,supersalud,costa atlántica,atlantico,barranquilla-atlantico,"8,621",servicios,0.02,0.0,0.04,0.03,0.02,2021
900404233,avcom colombia s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,741",comercio,0.02,0.0,0.01,0.01,0.0,2021
830506392,morango sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,081",manufactura,0.02,0.0,0.02,0.02,0.0,2021
811024145,arquitectura integral sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,330",construcción,0.02,0.0,0.01,0.01,0.0,2021
811009579,convias sas,supersociedades,antioquia,antioquia,envigado-antioquia,"4,321",construcción,0.02,0.0,0.01,0.01,0.01,2021
800129680,flores el futuro sa,supersociedades,bogotá - cundinamarca,cundinamarca,chia-cundinamarca,125,agropecuario,0.02,0.0,0.02,0.01,0.02,2021
900261974,global minerals colombia sas,supersociedades,centro - oriente,norte de santander,cucuta-norte de santander,510,minero,0.02,0.0,0.01,0.0,0.0,2021
800061774,muebleideas s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"3,110",manufactura,0.02,0.0,0.02,0.0,0.02,2021
811042922,insumos de panaderia  sas insupan sas,supersociedades,antioquia,antioquia,itagui-antioquia,"4,631",comercio,0.02,0.0,0.0,0.0,0.0,2021
800007367,hidroyunda sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,390",construcción,0.02,0.0,0.01,0.0,0.01,2021
